# Auto-generated function map from Ghidra analysis
# Address        Size  Name
#----------------------------------------------------------------------
  02036bc8           40  FUN_02036bc8
  02036bf4           40  FUN_02036bf4
  02036c20           64  FUN_02036c20
  02036c60           36  FUN_02036c60
  02036c84           28  FUN_02036c84
  02036ca0           36  FUN_02036ca0
  02036cc4           20  FUN_02036cc4
  02036cfc           20  FUN_02036cfc
  02036dbc           64  FUN_02036dbc
  02036e0c           40  FUN_02036e0c
  02037364          400  FUN_02037364
  020374fc          748  FUN_020374fc
  020377f8          480  FUN_020377f8
  020379e8           68  FUN_020379e8
  02037a34          108  FUN_02037a34
  02037aa8           32  FUN_02037aa8
  02037acc           68  FUN_02037acc
  02037b18          108  FUN_02037b18
  02037b8c           32  FUN_02037b8c
  02037bb0           76  FUN_02037bb0
  02037c08          108  FUN_02037c08
  02037c7c           96  FUN_02037c7c
  02037cec           84  FUN_02037cec
  02037d50          116  FUN_02037d50
  02037dd0          236  FUN_02037dd0
  02037ed4          100  FUN_02037ed4
  02037f3c          100  FUN_02037f3c
  02037fa4          100  FUN_02037fa4
  0203800c          100  FUN_0203800c
  02038074          100  FUN_02038074
  020380dc          100  FUN_020380dc
  02038144          100  FUN_02038144
  020381ac          100  FUN_020381ac
  02038214          100  FUN_02038214
  0203827c          100  FUN_0203827c
  020382e4          100  FUN_020382e4
  0203834c          100  FUN_0203834c
  020383b4          100  FUN_020383b4
  0203841c          100  FUN_0203841c
  02038484          100  FUN_02038484
  020384ec          100  FUN_020384ec
  02038554           92  FUN_02038554
  020385b4           92  FUN_020385b4
  02038614           96  FUN_02038614
  0203867c           88  FUN_0203867c
  020386d8           76  FUN_020386d8
  02038730          108  FUN_02038730
  020387a4           60  FUN_020387a4
  020387ec           92  FUN_020387ec
  0203885c          340  FUN_0203885c
  020389c0          100  FUN_020389c0
  02038c4c           44  FUN_02038c4c
  02038c80           64  FUN_02038c80
  02038cc8           48  FUN_02038cc8
  02038d00           44  FUN_02038d00
  02038d34           64  FUN_02038d34
  02038d80           64  FUN_02038d80
  02038dcc          136  FUN_02038dcc
  02038e5c           16  FUN_02038e5c
  02038e70            8  thunk_FUN_02038fd4
  02038e7c           80  FUN_02038e7c
  02038ed4           44  FUN_02038ed4
  02038f04           12  FUN_02038f04
  02038f14            8  FUN_02038f14
  02038f4c           16  FUN_02038f4c
  02038f68           16  FUN_02038f68
  02038fb4           20  FUN_02038fb4
  02038fd4           20  FUN_02038fd4
  02038ff4           20  FUN_02038ff4
  02039014          128  FUN_02039014
  02039094           12  FUN_02039094
  02039134           12  FUN_02039134
  0203919c          216  FUN_0203919c
  0203928c            4  FUN_0203928c
  02039290           20  FUN_02039290
  020392a4           48  FUN_020392a4
  020392d8            8  FUN_020392d8
  020392e0          172  FUN_020392e0
  02039394          208  FUN_02039394
  02039474           40  FUN_02039474
  020394a0           52  FUN_020394a0
  020394d4          112  FUN_020394d4
  02039548          100  FUN_02039548
  020395b0           84  FUN_020395b0
  0203960c          248  FUN_0203960c
  02039714          324  FUN_02039714
  02039894           68  FUN_02039894
  020398dc          100  FUN_020398dc
  02039944           44  FUN_02039944
  02039974          100  FUN_02039974
  020399d8           72  FUN_020399d8
  02039a24           64  FUN_02039a24
  02039a68           40  FUN_02039a68
  02039a9c          196  FUN_02039a9c
  02039b70          112  FUN_02039b70
  02039be8            8  FUN_02039be8
  02039bf0          172  FUN_02039bf0
  02039c9c          168  FUN_02039c9c
  02039d44           32  FUN_02039d44
  02039d64           40  FUN_02039d64
  02039d8c           36  FUN_02039d8c
  02039db0           36  FUN_02039db0
  02039dd4          112  FUN_02039dd4
  02039e48           80  FUN_02039e48
  02039e98          108  FUN_02039e98
  02039f08          136  FUN_02039f08
  02039f94           20  FUN_02039f94
  02039fe0           52  FUN_02039fe0
  0203a014           28  FUN_0203a014
  0203a030           28  FUN_0203a030
  0203a04c           36  FUN_0203a04c
  0203a070           12  FUN_0203a070
  0203a088           28  FUN_0203a088
  0203a0a4           76  FUN_0203a0a4
  0203a0f0           20  FUN_0203a0f0
  0203a104           20  FUN_0203a104
  0203a118          208  FUN_0203a118
  0203a200          268  FUN_0203a200
  0203a32c          132  FUN_0203a32c
  0203a3c0          276  FUN_0203a3c0
  0203a4d8           16  FUN_0203a4d8
  0203a4ec           16  FUN_0203a4ec
  0203a4fc           16  FUN_0203a4fc
  0203a50c            8  FUN_0203a50c
  0203a514            8  FUN_0203a514
  0203a51c            8  FUN_0203a51c
  0203a598           20  FUN_0203a598
  0203a5ac          140  FUN_0203a5ac
  0203a63c           92  FUN_0203a63c
  0203a6a8          124  FUN_0203a6a8
  0203a738           24  FUN_0203a738
  0203a754          160  FUN_0203a754
  0203a804          116  FUN_0203a804
  0203a88c          132  FUN_0203a88c
  0203a938          268  FUN_0203a938
  0203aa50          148  FUN_0203aa50
  0203aae8          120  FUN_0203aae8
  0203ab60          316  FUN_0203ab60
  0203aca0           16  FUN_0203aca0
  0203acb0           12  FUN_0203acb0
  0203acc0           80  FUN_0203acc0
  0203ad18          140  FUN_0203ad18
  0203adb4           96  FUN_0203adb4
  0203ae24           20  FUN_0203ae24
  0203ae38           20  FUN_0203ae38
  0203ae4c           24  FUN_0203ae4c
  0203ae64           20  FUN_0203ae64
  0203ae78           24  FUN_0203ae78
  0203ae90           12  FUN_0203ae90
  0203ae9c           12  FUN_0203ae9c
  0203aea8           12  FUN_0203aea8
  0203aeb4           20  FUN_0203aeb4
  0203aec8          120  FUN_0203aec8
  0203af48           48  FUN_0203af48
  0203af78           64  FUN_0203af78
  0203afbc           96  FUN_0203afbc
  0203b024           16  FUN_0203b024
  0203b038          120  FUN_0203b038
  0203b0b4           20  FUN_0203b0b4
  0203b0d0            8  FUN_0203b0d0
  0203b0d8          124  FUN_0203b0d8
  0203b160           44  FUN_0203b160
  0203b194           12  FUN_0203b194
  0203b1a4          112  FUN_0203b1a4
  0203b214          176  FUN_0203b214
  0203b2c8          124  FUN_0203b2c8
  0203b34c          104  FUN_0203b34c
  0203b3bc          168  FUN_0203b3bc
  0203b464          212  FUN_0203b464
  0203b53c          116  FUN_0203b53c
  0203b5b4          120  FUN_0203b5b4
  0203b630          136  FUN_0203b630
  0203b6c0          112  FUN_0203b6c0
  0203b734          112  FUN_0203b734
  0203b7a8           24  FUN_0203b7a8
  0203b7c0           28  FUN_0203b7c0
  0203b7dc           20  FUN_0203b7dc
  0203b7f0           24  FUN_0203b7f0
  0203b808           76  FUN_0203b808
  0203b854           56  FUN_0203b854
  0203b8c4           36  FUN_0203b8c4
  0203b914          148  FUN_0203b914
  0203b9a8          304  FUN_0203b9a8
  0203bad8            8  FUN_0203bad8
  0203bae0          216  FUN_0203bae0
  0203bbb8          216  FUN_0203bbb8
  0203bcf8          132  FUN_0203bcf8
  0203bd84           36  FUN_0203bd84
  0203bda8           88  FUN_0203bda8
  0203be00           44  FUN_0203be00
  0203be2c           52  FUN_0203be2c
  0203be60           52  FUN_0203be60
  0203be94           52  FUN_0203be94
  0203bec8           44  FUN_0203bec8
  0203bef4           44  FUN_0203bef4
  0203bf20           44  FUN_0203bf20
  0203bf4c           88  FUN_0203bf4c
  0203bfa4           44  FUN_0203bfa4
  0203bfd0           52  FUN_0203bfd0
  0203c004           44  FUN_0203c004
  0203c030           44  FUN_0203c030
  0203c05c           68  FUN_0203c05c
  0203c0a0           76  FUN_0203c0a0
  0203c0ec          112  FUN_0203c0ec
  0203c15c           52  FUN_0203c15c
  0203c190           52  FUN_0203c190
  0203c1c4           40  FUN_0203c1c4
  0203c1ec           44  FUN_0203c1ec
  0203c218           20  FUN_0203c218
  0203c230           20  FUN_0203c230
  0203c248           44  FUN_0203c248
  0203c274           52  FUN_0203c274
  0203c2a8           44  FUN_0203c2a8
  0203c2d4           12  FUN_0203c2d4
  0203c2e8           12  FUN_0203c2e8
  0203c2fc           68  FUN_0203c2fc
  0203c348           68  FUN_0203c348
  0203c390           80  FUN_0203c390
  0203c3e8           52  FUN_0203c3e8
  0203c41c          104  FUN_0203c41c
  0203c488           48  FUN_0203c488
  0203c4b8           32  FUN_0203c4b8
  0203c4d8           60  FUN_0203c4d8
  0203c518           60  FUN_0203c518
  0203c558           80  FUN_0203c558
  0203c5ac           52  FUN_0203c5ac
  0203c5ec          144  FUN_0203c5ec
  0203c67c          420  FUN_0203c67c
  0203c83c           64  FUN_0203c83c
  0203c884          156  FUN_0203c884
  0203c920          284  FUN_0203c920
  0203ca54          224  FUN_0203ca54
  0203cb6c           92  FUN_0203cb6c
  0203cbcc           44  FUN_0203cbcc
  0203cbfc           28  FUN_0203cbfc
  0203cc1c           44  FUN_0203cc1c
  0203cc4c          128  FUN_0203cc4c
  0203cccc           48  FUN_0203cccc
  0203cd00           48  FUN_0203cd00
  0203cd34          104  FUN_0203cd34
  0203cda8           72  FUN_0203cda8
  0203cdf0           56  FUN_0203cdf0
  0203ce28            8  FUN_0203ce28
  0203ce30          472  FUN_0203ce30
  0203d008           32  FUN_0203d008
  0203d028          504  FUN_0203d028
  0203d220           76  FUN_0203d220
  0203d26c          160  FUN_0203d26c
  0203d30c          220  FUN_0203d30c
  0203d3e8            8  thunk_FUN_0203d660
  0203d3f4          268  FUN_0203d3f4
  0203d518          172  FUN_0203d518
  0203d5cc           36  FUN_0203d5cc
  0203d5f4          100  FUN_0203d5f4
  0203d660          240  FUN_0203d660
  0203d79c          124  FUN_0203d79c
  0203d818          956  FUN_0203d818
  0203dbd8          540  FUN_0203dbd8
  0203ddf4          268  FUN_0203ddf4
  0203df04          148  FUN_0203df04
  0203df9c           56  FUN_0203df9c
  0203dfd4           56  FUN_0203dfd4
  0203e00c          100  FUN_0203e00c
  0203e070           48  FUN_0203e070
  0203e0a4          176  FUN_0203e0a4
  0203e154          396  FUN_0203e154
  0203e2e4           68  FUN_0203e2e4
  0203e328           32  FUN_0203e328
  0203e348          124  FUN_0203e348
  0203e3c4          176  FUN_0203e3c4
  0203e474          296  FUN_0203e474
  0203e5a0          112  FUN_0203e5a0
  0203e618          184  FUN_0203e618
  0203e6d8           40  FUN_0203e6d8
  0203e700          144  FUN_0203e700
  0203e790          400  FUN_0203e790
  0203e920           72  FUN_0203e920
  0203e968          164  FUN_0203e968
  0203ea0c          552  FUN_0203ea0c
  0203ec34           76  FUN_0203ec34
  0203eca8           44  FUN_0203eca8
  0203ecd4           40  FUN_0203ecd4
  0203ecfc          100  FUN_0203ecfc
  0203ed60          108  FUN_0203ed60
  0203edcc           12  FUN_0203edcc
  0203eddc           12  FUN_0203eddc
  0203edec           76  FUN_0203edec
  0203ee38          208  FUN_0203ee38
  0203ef08           72  FUN_0203ef08
  0203ef50           80  FUN_0203ef50
  0203efa0          124  FUN_0203efa0
  0203f01c           88  FUN_0203f01c
  0203f074           68  FUN_0203f074
  0203f0b8          136  FUN_0203f0b8
  0203f140          348  FUN_0203f140
  0203f2a0           40  FUN_0203f2a0
  0203f2c8           56  FUN_0203f2c8
  0203f304           72  FUN_0203f304
  0203f34c           44  FUN_0203f34c
  0203f378           24  FUN_0203f378
  0203f398           76  FUN_0203f398
  0203f3ec          356  FUN_0203f3ec
  0203f59c          140  FUN_0203f59c
  0203f634           68  FUN_0203f634
  0203f690           84  FUN_0203f690
  0203f6e4           92  FUN_0203f6e4
  0203f740           28  FUN_0203f740
  0203f75c          248  FUN_0203f75c
  0203f864          240  FUN_0203f864
  0203f964          156  FUN_0203f964
  0203fa08          160  FUN_0203fa08
  0203faa8          152  FUN_0203faa8
  0203fb40          256  FUN_0203fb40
  0203fc54          272  FUN_0203fc54
  0203fd64           36  FUN_0203fd64
  0203fd8c           68  FUN_0203fd8c
  0203fdd0           28  FUN_0203fdd0
  0203fdec          396  FUN_0203fdec
  0203ff78          332  FUN_0203ff78
  020400c4          760  FUN_020400c4
  020403c4          236  FUN_020403c4
  020404b0          188  FUN_020404b0
  0204056c           84  FUN_0204056c
  020405d4           88  FUN_020405d4
  02040640           96  FUN_02040640
  020406e0          296  FUN_020406e0
  02040810          608  FUN_02040810
  02040c68           92  FUN_02040c68
  02040cc8          156  FUN_02040cc8
  02040d68          308  FUN_02040d68
  02040eb0          168  FUN_02040eb0
  02040f5c          132  FUN_02040f5c
  02040fec          692  FUN_02040fec
  020412ac           16  FUN_020412ac
  020412c4           16  FUN_020412c4
  020412dc           16  FUN_020412dc
  020412f4           16  FUN_020412f4
  0204130c           48  FUN_0204130c
  020413e4           24  FUN_020413e4
  02041400          228  FUN_02041400
  020414f0          532  FUN_020414f0
  02041728           48  FUN_02041728
  02041758          120  FUN_02041758
  020417d0           56  FUN_020417d0
  0204180c           20  FUN_0204180c
  02041824           56  FUN_02041824
  02041860          140  FUN_02041860
  020418f0           56  FUN_020418f0
  0204192c          100  FUN_0204192c
  02041994           56  FUN_02041994
  020419d0          104  FUN_020419d0
  02041a48          100  FUN_02041a48
  02041abc          160  FUN_02041abc
  02041b74          216  FUN_02041b74
  02041c60          168  FUN_02041c60
  02041d24           80  FUN_02041d24
  02041d80           20  FUN_02041d80
  02041d98           76  FUN_02041d98
  02041de8           20  FUN_02041de8
  02041e10          132  FUN_02041e10
  02041e94         1404  FUN_02041e94
  02042424           60  FUN_02042424
  02042468          120  FUN_02042468
  020424e4          124  FUN_020424e4
  020425a0           12  FUN_020425a0
  020425b0           12  FUN_020425b0
  020425c0           12  FUN_020425c0
  020425d0           12  FUN_020425d0
  020425e0           32  FUN_020425e0
  02042600           32  FUN_02042600
  02042620           16  FUN_02042620
  02042634           24  FUN_02042634
  02042650           88  FUN_02042650
  020426ac           12  FUN_020426ac
  020426bc           44  FUN_020426bc
  020426e8           12  FUN_020426e8
  020426f8          240  FUN_020426f8
  0204280c          160  FUN_0204280c
  020428b0          152  FUN_020428b0
  0204294c          136  FUN_0204294c
  020429dc           80  FUN_020429dc
  02042a30           76  FUN_02042a30
  02042a80          456  FUN_02042a80
  02042c58            8  thunk_FUN_02042650
  02042c64          224  FUN_02042c64
  02042d4c          196  FUN_02042d4c
  02042e1c          196  FUN_02042e1c
  02042eec          196  FUN_02042eec
  02042fbc          224  FUN_02042fbc
  0204309c          224  FUN_0204309c
  0204317c          188  FUN_0204317c
  02043238          112  FUN_02043238
  020432a8          120  FUN_020432a8
  02043330            8  thunk_FUN_02042650
  0204333c          276  FUN_0204333c
  02043464           48  FUN_02043464
  02043498          244  FUN_02043498
  02043598          320  FUN_02043598
  020436ec          112  FUN_020436ec
  02043760           72  FUN_02043760
  020437b8          120  FUN_020437b8
  02043858          124  FUN_02043858
  020438d8          148  FUN_020438d8
  02043970          316  FUN_02043970
  02043aac          100  FUN_02043aac
  02043b10           60  FUN_02043b10
  02043b50          100  FUN_02043b50
  02043bbc           48  FUN_02043bbc
  02043bf4          100  FUN_02043bf4
  02043c58           40  FUN_02043c58
  02043c80          112  FUN_02043c80
  02043d00           48  FUN_02043d00
  02043d34           68  FUN_02043d34
  02043d7c          268  FUN_02043d7c
  02043e98           56  FUN_02043e98
  02043ed8           56  FUN_02043ed8
  02043f10           56  FUN_02043f10
  02043f50           32  FUN_02043f50
  02043f70           12  FUN_02043f70
  02043f80           92  FUN_02043f80
  02043fe0           56  FUN_02043fe0
  0204401c          420  FUN_0204401c
  020441e8          140  FUN_020441e8
  02044284          196  FUN_02044284
  0204434c          280  FUN_0204434c
  02044480           76  FUN_02044480
  020444d4           44  FUN_020444d4
  02044504          108  FUN_02044504
  02044574          156  FUN_02044574
  02044610           52  FUN_02044610
  02044644            4  FUN_02044644
  02044648          256  FUN_02044648
  02044748          316  FUN_02044748
  02044898         1700  FUN_02044898
  02044c78          864  FUN_02044c78
  020462a8           64  FUN_020462a8
  02046300          424  FUN_02046300
  020464b0          132  FUN_020464b0
  020466bc            8  FUN_020466bc
  020466c4           80  FUN_020466c4
  02046e10            8  thunk_FUN_02047024
  02046e1c           48  FUN_02046e1c
  02046e98           56  FUN_02046e98
  02046ed0           24  FUN_02046ed0
  02046ef0          168  FUN_02046ef0
  02046f98          100  FUN_02046f98
  02046ffc           20  FUN_02046ffc
  02047010           20  FUN_02047010
  02047024           16  FUN_02047024
  0204703c           56  FUN_0204703c
  02047074          100  FUN_02047074
  020470d8          168  FUN_020470d8
  02047180          168  FUN_02047180
  02047228           72  FUN_02047228
  02047270          228  FUN_02047270
  02047354          112  FUN_02047354
  020473c4          480  FUN_020473c4
  020475a4          108  FUN_020475a4
  02047610          140  FUN_02047610
  0204769c          340  FUN_0204769c
  020477f0         2172  FUN_020477f0
  02048078          924  FUN_02048078
  02048414           28  FUN_02048414
  02048430          288  FUN_02048430
  02048554          108  FUN_02048554
  020485c0           84  FUN_020485c0
  02048650          528  FUN_02048650
  02048880           32  FUN_02048880
  020488a4            8  thunk_FUN_020444d4
  020488b0           72  FUN_020488b0
  020488f8           92  FUN_020488f8
  02048970           92  FUN_02048970
  02048a1c          156  FUN_02048a1c
  02048ae8          160  FUN_02048ae8
  02048bb0           80  FUN_02048bb0
  02048c1c           40  FUN_02048c1c
  02048c6c           32  FUN_02048c6c
  02048c90           40  FUN_02048c90
  02048ce0           12  FUN_02048ce0
  02059d6c          152  FUN_02059d6c
  02059e1c           20  FUN_02059e1c
  02059e30          252  FUN_02059e30
  02059f60          192  FUN_02059f60
  0205a040           56  FUN_0205a040
  0205a080           88  FUN_0205a080
  0205a0e0           52  FUN_0205a0e0
  0205a118          108  FUN_0205a118
  0205a18c           76  FUN_0205a18c
  0205a1dc          160  FUN_0205a1dc

# Total functions: 1275
